,X,Y
0,274.0074314465441,374.195952151084
1,354.84877138183776,374.919602451618
2,364.8658289045374,374.90057044870764
3,375.0,375.0
4,365.0420488429238,368.4257817497735
5,193.4314851206584,360.4656284439763
6,213.64182010449446,360.7068452108181
7,355.1131012893669,361.79229653993195
8,365.22039618496706,361.87484091754504
9,193.60983246270175,353.91468761174787
10,213.82016744653777,354.1559285002684
11,314.78266869459543,354.89861080369553
12,193.78605240108809,347.43992303448374
13,213.96525637769736,347.6204737844671
14,345.1862811395174,348.6460068687014
15,355.3236433404654,348.6686088797479
16,193.87522607210974,340.9080383268357
17,244.3140172643099,341.25085559587114
18,345.36462848156077,342.095066036473
19,355.5579059426467,335.60126945630714
20,194.14061968146737,327.90138904193225
21,214.3498909634749,328.02194918200007
22,325.41968710713275,328.84719998471905
23,355.64707961366844,329.06938474865916
24,204.33496084443223,321.36948021260554
25,214.4701956417233,321.43014622946407
26,355.8232995520548,322.59462017139504
27,194.32003072538959,314.717011243211
28,265.0540757650831,315.3580930444532
29,335.79131191026204,315.8024384506547
30,345.8943519984979,315.96111083987483
31,355.9124732230764,316.0627113420769
32,366.01764071496916,316.0627113420769
33,174.28485197811142,308.12161416085166
34,184.3910831718327,308.0835260333695
35,194.49412326006853,308.2421743009195
36,204.60141815566874,308.3247428002113
37,224.81281684133324,308.4453753053066
38,234.91585692956906,308.6040235728651
39,245.02208812329036,308.5659595670531
40,275.24841692799754,308.8262083368052
41,345.98458937139844,309.4292502539055
42,164.38703543178127,301.42888611307364
43,204.658361660879,301.77025608150825
44,224.93102957263045,301.89158811523384
45,325.83336075318584,302.715391617352
46,265.40757934363387,295.6989024251191
47,316.02365417604886,289.52886698940824
48,235.35959788097,282.4129723675617
49,154.75252054790798,275.25544373174984
50,326.42428258274794,276.58355912831485
51,164.88988274885602,268.76519303805856
52,174.99398653892035,268.80325704387064
53,296.2559964418357,269.7681482329166
54,306.36329133743584,269.8506926105298
55,165.06610268724236,262.2904043391244
56,306.45033760480055,263.3568477870151
57,316.55550509669337,263.47745617043176
58,134.89675284450163,255.4756688506778
59,165.21438272388744,255.6781220830858
60,286.2969815829309,256.6817526848869
61,125.0,248.78226539594823
62,165.33255999847887,249.12505854331351
63,195.55782510130717,249.3852831913784
64,306.71679491603703,250.19150199119565
65,145.21033498383602,242.51062945805236
66,165.41960626579316,242.63121371979886
67,306.80490488517984,243.6976812893597
68,145.38868232587936,235.9597127475026
69,216.12379106740133,236.48021028698975
70,226.14084859015136,236.58178666750462
71,226.26115326834937,229.98995959329852
72,286.89215821985744,230.47239312698213
73,307.0713621964163,230.65294387696542
74,125.44374095145133,222.71182257407
75,135.54890844334415,222.71182257407
76,226.406242199509,223.4545289991759
77,287.03724715096666,223.93693841118943
78,297.0543046737167,224.0385147917043
79,307.1594721656095,224.15912317512948
80,125.53291462247299,216.179937866422
81,236.68762962978815,217.06223643450602
82,256.8109183462594,217.1638369366996
83,297.1445420465668,217.50665420573495
84,307.24758213480266,217.66530247328495
85,236.77786700268868,210.53037584852814
86,256.8990283154526,210.67001623485507
87,297.31863458124576,211.0318172634434
88,307.425929476846,211.11436164105652
89,257.07737565749596,204.1190995243053
90,226.93915682198195,197.36503005271723
91,247.06031813479632,197.50467043904416
92,227.02726679117515,190.8712093508727
93,217.04240397753074,184.15877389324996
94,237.22160795408962,184.3393246432247
95,217.18749290863997,177.62331917744868
96,247.59216905539046,171.33265123664248
97,207.34878272798363,164.5785817650544
98,267.8906140084196,165.08004730164836
99,207.40788909360703,157.98533151192615
100,227.67942239006805,158.10736307427348
101,187.4038413535556,151.33069159163037
102,207.61311263551275,151.4512758533769
103,247.9467363358201,151.79409312241228
104,177.47489379999877,144.6972063817888
105,237.93180621677746,145.14162415301774
106,177.59519847824717,138.1054034292528
107,197.68629248566327,138.30498618213784
108,207.8236546866617,138.32758819319287
109,217.86549646227255,138.48553693212114
110,197.86463982770658,131.7540453499094
111,207.9687436177709,131.79213347740014
112,167.7264209921926,125.0
113,203.32823796516004,373.6718846034436
114,213.4656001661081,373.69446249281987
115,223.5686402543439,373.8531348820486
116,233.6759351499441,373.9356792596617
117,243.78003894000844,373.97376738715246
118,253.88733383560864,374.0563358864357
119,263.9903739237941,374.2150082756644
120,284.1125989384369,374.3165605345092
121,294.21776643038015,374.43716891792576
122,304.3229339222729,374.43716891792576
123,314.4281014141658,374.55777730135094
124,324.53326890610896,374.6783856847676
125,334.6384363980018,374.6783856847676
126,344.7436038898946,374.79899406819277
127,193.34337515146524,366.95944914581224
128,203.41847533801018,367.13999989579554
129,213.55371013530126,367.2006659126541
130,223.68894493259234,367.26133192952113
131,233.73287865515437,367.38121666263737
132,243.8692126110301,367.4418826795045
133,254.00554656685546,367.50254869636296
134,264.04948028946785,367.6224334294792
135,274.0966051175658,367.66406744343595
136,284.2307762130283,367.76349699472826
137,294.27687279600354,367.8439186647975
138,304.4110438914661,367.9433482160898
139,314.54840609241415,367.96595022714484
140,324.5902478680754,368.12389896607317
141,334.7276100690234,368.14650097711956
142,344.86178116448605,368.2459305284119
143,354.90787774746116,368.3263521984812
144,203.5387800162586,360.5481969432681
145,223.74805129821573,360.66875708333595
146,233.85109138645157,360.82742947256463
147,243.95838628205178,360.90999797184793
148,254.0624900721161,360.94808609933864
149,264.1697849677163,361.0306304769517
150,284.37905624967345,361.1512147386983
151,294.48209633790924,361.3098630062483
152,304.58939123350945,361.3924315055401
153,314.69349502357375,361.43049551134357
154,324.80078991917395,361.5130640106354
155,334.90383000740974,361.6717122781854
156,345.01006120113107,361.6336482723819
157,203.71287255093756,354.07336000097655
158,223.92427123660207,354.19401662775056
159,234.03156613220227,354.27656100536365
160,244.13460622043812,354.4352333945924
161,254.2408374141594,354.3971452671102
