fire_truck,rescue_tru,water_tank,abulance,Total,Y,X,ID,Fixed
1,1,1,1,4,19.00066964,72.85521416,128,No
1,1,1,1,4,18.99749351,72.81537303,129,No
1,1,1,1,4,18.99756072,72.82106951,130,No
1,1,1,1,4,18.99759425,72.82391776,131,No
1,1,1,1,4,18.99762774,72.82676601,132,No
1,1,1,1,4,18.99766119,72.82961427,133,No
1,1,1,1,4,18.99769459,72.83246254,134,No
1,1,1,1,4,18.99776127,72.83815909,135,No
1,1,1,1,4,18.99779454,72.84100737,136,No
1,1,1,1,4,18.99782777,72.84385566,137,No
1,1,1,1,4,18.9978941,72.84955226,138,No
1,1,1,1,4,18.99792345,72.85240057,139,No
1,1,1,1,4,18.99796025,72.85524888,140,No
1,1,1,1,4,18.99799326,72.85809721,141,No
1,1,1,1,4,18.99478419,72.81540839,142,No
1,1,1,1,4,18.99485138,72.82110478,143,No
1,1,1,1,4,18.99488491,72.82395299,144,No
1,1,1,1,4,18.9949184,72.82680119,145,No
1,1,1,1,4,18.99495184,72.82964941,146,No
1,1,1,1,4,18.99498149,72.83249763,147,No
1,1,1,1,4,18.99501859,72.83534586,148,No
1,1,1,1,4,18.9950519,72.83819409,149,No
1,1,1,1,4,18.99508517,72.84104233,150,No
1,1,1,1,4,18.99511839,72.84389057,151,No
1,1,1,1,4,18.99515157,72.84673882,152,No
1,1,1,1,4,18.99518471,72.84958708,153,No
1,1,1,1,4,18.9952178,72.85243534,154,No
1,1,1,1,4,18.99207486,72.81544376,155,No
1,1,1,1,4,18.99214204,72.82114005,156,No
1,1,1,1,4,18.99217557,72.82398821,157,No
1,1,1,1,4,18.99224249,72.82968454,158,No
1,1,1,1,4,18.99227588,72.83253271,159,No
1,1,1,1,4,18.99230923,72.83538089,160,No
1,1,1,1,4,18.99234254,72.83822908,161,No
1,1,1,1,4,18.9923758,72.84107727,162,No
1,1,1,1,4,18.99240902,72.84392547,163,No
1,1,1,1,4,18.99244219,72.84677368,164,No
1,1,1,1,4,18.99247532,72.84962189,165,No
1,1,1,1,4,18.99250841,72.8524701,166,No
1,1,1,1,4,18.98933188,72.81263102,167,No
1,1,1,1,4,18.98936553,72.81547911,168,No
1,1,1,1,4,18.98946622,72.82402342,169,No
1,1,1,1,4,18.9894997,72.82687154,170,No
1,1,1,1,4,18.98953313,72.82971966,171,yes
1,1,1,1,4,18.98956652,72.83256779,172,No
1,1,1,1,4,18.98959987,72.83541593,173,No
1,1,1,1,4,18.98963317,72.83826407,174,No
1,1,1,1,4,18.98966642,72.84111221,175,yes
1,1,1,1,4,18.98969964,72.84396037,176,No
1,1,1,1,4,18.98973281,72.84680852,177,No
1,1,1,1,4,18.98979902,72.85250486,178,No
1,1,1,1,4,18.98983205,72.85535303,179,No
1,1,1,1,4,18.98665621,72.81551446,180,No
1,1,1,1,4,18.98675688,72.82405864,181,No
1,1,1,1,4,18.98679035,72.82690671,182,No
1,1,1,1,4,18.98682378,72.82975874,183,No
1,1,1,1,4,18.98685716,72.83260286,184,No
1,1,1,1,4,18.9868905,72.83545095,185,No
1,1,1,1,4,18.9869238,72.83829905,186,No
1,1,1,1,4,18.98695705,72.84114715,187,No
3,3,3,2,11,18.98699026,72.84399525,188,yes
1,1,1,1,4,18.98702342,72.84684337,189,No
1,1,1,1,4,18.98708962,72.85253961,190,No
1,1,1,1,4,18.984081,72.82694186,191,No
1,1,1,1,4,18.98411442,72.82978989,192,No
1,1,1,1,4,18.9841478,72.83263793,193,No
1,1,1,1,4,18.98418114,72.83548597,194,No
1,1,1,1,4,18.98421443,72.83833402,195,No
1,1,1,1,4,18.98424767,72.84118208,196,No
1,1,1,1,4,18.98431404,72.8468782,197,No
1,1,1,1,4,18.98434715,72.84972628,198,No
1,1,1,1,4,18.98438022,72.85257435,199,No
1,1,1,1,4,18.98441325,72.85542244,200,No
1,1,1,1,4,18.98123755,72.81558514,201,No
1,1,1,1,4,18.98137165,72.82697702,202,No
1,1,1,1,4,18.98140507,72.829825,203,No
1,1,1,1,4,18.98147177,72.83552099,204,No
1,1,1,1,4,18.98150506,72.83836899,205,No
1,1,1,1,4,18.9815383,72.841217,206,No
1,1,1,1,4,18.98163776,72.84976106,207,No
1,1,1,1,4,18.9785618,72.81846838,208,No
1,1,1,1,4,18.97869571,72.8298601,209,No
1,1,1,1,4,18.97872908,72.83270805,210,No
1,1,1,1,4,18.97882892,72.84125192,211,No
1,1,1,1,4,18.97886211,72.84409989,212,No
1,1,1,1,4,18.97889526,72.84694786,213,No
1,1,1,1,4,18.97892837,72.84979584,214,No
1,1,1,1,4,18.97571788,72.80711222,215,No
1,1,1,1,4,18.97575159,72.80996007,216,No
1,1,1,1,4,18.97578526,72.81280793,217,No
1,1,1,1,4,18.97585247,72.81850366,218,No
1,1,1,1,4,18.9759195,72.82419942,219,No
1,1,1,1,4,18.97595295,72.8270473,220,No
1,1,1,1,4,18.97598635,72.8298952,221,No
1,1,1,1,4,18.97601972,72.8327431,222,No
1,1,1,1,4,18.97605304,72.835591,223,No
1,1,1,1,4,18.97608631,72.83843891,224,No
1,1,1,1,4,18.97611954,72.84128683,225,No
1,1,1,1,4,18.97615273,72.84413475,226,No
1,1,1,1,4,18.97618588,72.84698268,227,yes
1,1,1,1,4,18.97297481,72.80429988,228,No
1,1,1,1,4,18.97300856,72.80714768,229,No
1,1,1,1,4,18.97304227,72.80999548,230,No
1,1,1,1,4,18.97307593,72.8128433,231,No
1,1,1,1,4,18.97310955,72.81569111,232,No
1,1,1,1,4,18.97314687,72.81853894,233,No
1,1,1,1,4,18.97317666,72.82138676,234,No
1,1,1,1,4,18.97321015,72.8242346,235,No
1,1,1,1,4,18.9732436,72.82708244,236,No
1,1,1,1,4,18.973277,72.82993029,237,No
1,1,1,1,4,18.97334367,72.835626,238,No
1,1,1,1,4,18.97337694,72.83847386,239,No
1,1,1,1,4,18.97341016,72.84132173,240,No
1,1,1,1,4,18.97344335,72.84416961,241,No
1,1,1,1,4,18.97347649,72.84701749,242,yes
1,1,1,1,4,18.97350958,72.84986538,243,yes
1,1,1,1,4,18.9702655,72.80433538,244,No
1,1,1,1,4,18.97029924,72.80718313,245,No
1,1,1,1,4,18.97033294,72.81003089,246,No
1,1,1,1,4,18.9703666,72.81287865,247,No
1,1,1,1,4,18.97040022,72.81572642,248,No
1,1,1,1,4,18.97043379,72.8185742,249,No
1,1,1,1,4,18.97046732,72.82142198,250,No
1,1,1,1,4,18.9705008,72.82426977,251,No
1,1,1,1,4,18.97053424,72.82711757,252,No
1,1,1,1,4,18.97056764,72.82996537,253,No
1,1,1,1,4,18.97060099,72.83281318,254,No
1,1,1,1,4,18.9706343,72.83566099,255,No
1,1,1,1,4,18.97066756,72.83850881,256,No
1,1,1,1,4,18.97070079,72.84135663,257,yes
1,1,1,1,4,18.97073396,72.84420446,258,No
1,1,1,1,4,18.96755618,72.80437087,259,No
1,1,1,1,4,18.96758992,72.80721857,260,No
1,1,1,1,4,18.96762362,72.81006629,261,No
1,1,1,1,4,18.96765727,72.81291401,262,No
1,1,1,1,4,18.96769088,72.81576173,263,No
1,1,1,1,4,18.96772445,72.81860946,264,No
1,1,1,1,4,18.96775797,72.8214572,265,No
1,1,1,1,4,18.96782489,72.82715744,266,No
1,1,1,1,4,18.96785828,72.83000045,267,No
1,1,1,1,4,18.96789163,72.83284821,268,No
1,1,1,1,4,18.96792493,72.83569597,269,No
1,1,1,1,4,18.96795819,72.83854375,270,No
1,1,1,1,4,18.96799141,72.84139152,271,No
1,1,1,1,4,18.96802458,72.84423931,272,No
1,1,1,1,4,18.96805771,72.8470871,273,yes
1,1,1,1,4,18.96484687,72.80441031,274,No
1,1,1,1,4,18.9648806,72.80725797,275,No
1,1,1,1,4,18.9649143,72.81010168,276,No
1,1,1,1,4,18.96494794,72.81294935,277,No
1,1,1,1,4,18.96498155,72.81579703,278,No
1,1,1,1,4,18.96501511,72.81864472,279,No
1,1,1,1,4,18.96504863,72.82149241,280,No
1,1,1,1,4,18.9650821,72.82434011,281,No
1,1,1,1,4,18.96511553,72.82718781,282,No
1,1,1,1,4,18.96514892,72.83003552,283,No
1,1,1,1,4,18.96518226,72.83288323,284,No
1,1,1,1,4,18.96521556,72.83573095,285,No
1,1,1,1,4,18.96525331,72.83857868,286,No
1,1,1,1,4,18.96528202,72.84142641,287,No
1,1,1,1,4,18.96531519,72.84427415,288,yes
1,1,1,1,4,18.96534832,72.8471219,289,No
1,1,1,1,4,18.96210378,72.80159422,290,No
1,1,1,1,4,18.96220497,72.81013707,291,No
4,3,4,3,14,18.96223861,72.81298469,292,yes
1,1,1,1,4,18.96227221,72.81583233,293,No
1,1,1,1,4,18.96230577,72.81867997,294,No
1,1,1,1,4,18.96233928,72.82152761,295,No
1,1,1,1,4,18.96237275,72.82437526,296,No
1,1,1,1,4,18.96240617,72.82722292,297,No
1,1,1,1,4,18.96243956,72.83007058,298,No
1,1,1,1,4,18.96247289,72.83291825,299,yes
1,1,1,1,4,18.96250619,72.83576593,300,No
1,1,1,1,4,18.96253944,72.83861361,301,No
1,1,1,1,4,18.96263892,72.84715668,302,No
1,1,1,1,4,18.95939447,72.80162974,303,No
1,1,1,1,4,18.95949564,72.81017245,304,No
1,1,1,1,4,18.95952928,72.81302003,305,No
1,1,1,1,4,18.95956288,72.81586762,306,No
1,1,1,1,4,18.95959643,72.81871521,307,No
1,1,1,1,4,18.95962993,72.82156281,308,No
1,1,1,1,4,18.9596634,72.82441041,309,No
1,1,1,1,4,18.95969682,72.82725802,310,No
1,1,1,1,4,18.95973019,72.83010564,311,No
1,1,1,1,4,18.95976352,72.83295326,312,No
1,1,1,1,4,18.95979681,72.83580089,313,No
1,1,1,1,4,18.95983006,72.83864853,314,yes
1,1,1,1,4,18.95986326,72.84149617,315,No
1,1,1,1,4,18.95665135,72.79881774,316,No
1,1,1,1,4,18.95668516,72.80166525,317,No
1,1,1,1,4,18.95675264,72.80736029,318,No
1,1,1,1,4,18.95678632,72.81020782,319,No
1,1,1,1,4,18.95681995,72.81305536,320,No
1,1,1,1,4,18.95685354,72.8159029,321,No
1,1,1,1,4,18.95688708,72.81875045,322,No
1,1,1,1,4,18.95692059,72.821598,323,No
1,1,1,1,4,18.95695404,72.82444556,324,No
1,1,1,1,4,18.95698746,72.82729312,325,No
1,1,1,1,4,18.95702083,72.83014069,326,No
4,4,4,3,15,18.95704516,72.83298827,327,yes
1,1,1,1,4,18.95708744,72.83583585,328,No
1,1,1,1,4,18.95715388,72.84153104,329,No
1,1,1,1,4,18.95390819,72.79600583,330,No
1,1,1,1,4,18.95394204,72.79885329,331,No
1,1,1,1,4,18.95397584,72.80170076,332,No
1,1,1,1,4,18.95404332,72.80739571,333,No
1,1,1,1,4,18.9541442,72.81593818,334,No
1,1,1,1,4,18.95417774,72.81878568,335,No
1,1,1,1,4,18.95420524,72.8216522,336,yes
1,1,1,1,4,18.95425668,72.82450605,337,No
1,1,1,1,4,18.9542781,72.82732822,338,No
1,1,1,1,4,18.95431147,72.83017574,339,No
1,1,1,1,4,18.95434479,72.83302327,340,No
1,1,1,1,4,18.95437807,72.83587081,341,No
1,1,1,1,4,18.9544113,72.83871835,342,No
1,1,1,1,4,18.95444449,72.8415659,343,No
1,1,1,1,4,18.95116501,72.79319402,344,No
1,1,1,1,4,18.95119889,72.79604143,345,No
1,1,1,1,4,18.95126653,72.80173626,346,No
1,1,1,1,4,18.9514684,72.8188209,347,No
1,1,1,1,4,18.95150189,72.82166836,348,No
1,1,1,1,4,18.95153534,72.82451583,349,No
1,1,1,1,4,18.95156874,72.8273633,350,No
1,1,1,1,4,18.9516021,72.83021078,351,No
1,1,1,1,4,18.95163542,72.83305827,352,No
1,1,1,1,4,18.95166869,72.83590576,353,No
1,1,1,1,4,18.95170192,72.83875326,354,No
1,1,1,1,4,18.95173511,72.84160076,355,No
1,1,1,1,4,18.94845571,72.79322965,356,No
1,1,1,1,4,18.94848959,72.79607701,357,No
1,1,1,1,4,18.94882598,72.82455096,358,No
1,1,1,1,4,18.94885938,72.82739838,359,No
1,1,1,1,4,18.94889273,72.83024582,360,No
1,1,1,1,4,18.94892605,72.83309326,361,No
1,1,1,1,4,18.94895931,72.8359407,362,No
1,1,1,1,4,18.94899254,72.83878815,363,No
1,1,1,1,4,18.94902572,72.84163561,364,No
1,1,1,1,4,18.94574641,72.79326528,365,No
1,1,1,1,4,18.94578028,72.79611259,366,No
1,1,1,1,4,18.94611662,72.82458608,367,No
1,1,1,1,4,18.94615002,72.82743346,368,No
1,1,1,1,4,18.94618337,72.83028085,369,No
1,1,1,1,4,18.94621667,72.83312824,370,No
1,1,1,1,4,18.94624994,72.83597564,371,No
1,1,1,1,4,18.94340727,72.82462119,372,No
1,1,1,1,4,18.94344065,72.82746853,373,No
1,1,1,1,4,18.943474,72.83031587,374,No
1,1,1,1,4,18.9435073,72.83316322,375,No
1,1,1,1,4,18.94073129,72.82750359,376,No
1,1,1,1,4,18.94079793,72.83319819,377,No
1,1,1,1,4,18.94083118,72.8360455,378,No
1,1,1,1,4,18.94086439,72.83889281,379,No
1,1,1,1,4,18.93802193,72.82753865,380,No
1,1,1,1,4,18.93808855,72.83323316,381,No
1,1,1,1,4,18.9381218,72.83608042,382,No
1,1,1,1,4,18.938155,72.83892768,383,No
1,1,1,1,4,18.93527919,72.8247265,384,No
1,1,1,1,4,18.93531256,72.8275737,385,No
3,3,3,1,10,18.93537918,72.83326811,386,yes
1,1,1,1,4,18.93541242,72.83611533,387,No
1,1,1,1,4,18.93544562,72.83896255,388,No
1,1,1,1,4,18.93547877,72.84180978,389,No
1,1,1,1,4,18.93256983,72.82476159,390,No
1,1,1,1,4,18.93263652,72.8304559,391,No
1,1,1,1,4,18.9326698,72.83330307,392,No
1,1,1,1,4,18.93270304,72.83615024,393,No
1,1,1,1,4,18.93273623,72.83899741,394,No
1,1,1,1,4,18.92986047,72.82479668,395,No
1,1,1,1,4,18.92989383,72.82764379,396,No
1,1,1,1,4,18.92992715,72.8304909,397,No
1,1,1,1,4,18.92996043,72.83333802,398,No
1,1,1,1,4,18.92999366,72.83618514,399,No
1,1,1,1,4,18.93002685,72.83903227,400,No
1,1,1,1,4,18.9271177,72.8219847,401,No
1,1,1,1,4,18.92718446,72.82767882,402,No
1,1,1,1,4,18.92721778,72.83052589,403,No
1,1,2,1,5,18.92725105,72.83337296,404,No
1,1,1,1,4,18.92440834,72.82201982,405,No
1,1,1,1,4,18.92444174,72.82486683,406,No
3,2,3,1,9,18.92447509,72.82771385,407,yes
1,1,1,1,4,18.9245084,72.83056087,408,No
1,1,1,1,4,18.92454167,72.83340789,409,No
1,1,1,1,4,18.92173238,72.8249019,410,No
1,1,1,1,4,18.92179903,72.83059584,411,No
1,1,1,1,4,18.92183229,72.83344282,412,No
1,1,1,1,4,18.91902301,72.82493696,413,yes
1,1,1,1,4,18.91905635,72.82778388,414,No
1,1,1,1,4,18.91908965,72.83063081,415,No
1,1,1,1,4,18.91624684,72.81927828,416,No
3,3,3,1,10,18.91631365,72.82497202,417,yes
1,1,1,1,4,18.91634698,72.82781889,418,No
1,1,1,1,4,18.91638028,72.83066578,419,No
1,1,1,1,4,18.91340337,72.8079262,420,No
1,1,1,1,4,18.91353748,72.81931342,421,No
1,1,1,1,4,18.9135709,72.82216024,422,No
1,1,1,1,4,18.91360428,72.82500707,423,No
1,1,1,1,4,18.91072762,72.81080827,424,No
1,1,1,1,4,18.91076117,72.81365502,425,No
1,1,1,1,4,18.91079467,72.81650179,426,No
1,1,1,1,4,18.91082813,72.81934855,427,No
1,1,1,1,4,18.91086154,72.82219533,428,No
1,1,1,1,4,18.90795107,72.80515013,429,No
1,1,1,1,4,18.90801828,72.81084354,430,No
1,1,1,1,4,18.90524173,72.80518548,431,No
