Index,FireTruck,Rescue_veh,Water truc,Ambulance,compact,X,Y,"X,Y",vehicles_list,potential
389,1,0,0,0,0.5724,72.8246,18.9488,"(72.8246, 18.9488)","[1, 0, 0, 0]",1
390,4,1,4,1,0.9082,72.8274,18.9488,"(72.8274, 18.9488)","[4, 1, 4, 1]",1
391,4,1,4,1,0.9004,72.8303,18.9489,"(72.8303, 18.9489)","[4, 1, 4, 1]",1
392,4,1,4,1,0.98,72.8331,18.949,"(72.8331, 18.949)","[4, 1, 4, 1]",1
393,1,0,0,0,0.2629,72.8359,18.9489,"(72.8359, 18.9489)","[1, 0, 0, 0]",1
394,1,0,0,0,0.1236,72.8388,18.949,"(72.8388, 18.949)","[1, 0, 0, 0]",1
395,1,0,0,0,0.0667,72.8416,18.949,"(72.8416, 18.949)","[1, 0, 0, 0]",1
396,1,0,0,0,0.3627,72.7933,18.9458,"(72.7933, 18.9458)","[1, 0, 0, 0]",1
397,2,1,1,0,0.1307,72.7961,18.9458,"(72.7961, 18.9458)","[2, 1, 1, 0]",1
398,1,0,0,0,0.2896,72.8246,18.9461,"(72.8246, 18.9461)","[1, 0, 0, 0]",1
399,1,0,0,0,0.5187,72.8274,18.9461,"(72.8274, 18.9461)","[1, 0, 0, 0]",1
400,1,0,0,0,0.5662,72.8303,18.9462,"(72.8303, 18.9462)","[1, 0, 0, 0]",1
401,1,0,0,0,0.2024,72.8331,18.9462,"(72.8331, 18.9462)","[1, 0, 0, 0]",1
402,1,0,0,0,0.1889,72.836,18.9463,"(72.836, 18.9463)","[1, 0, 0, 0]",1
403,2,1,2,0,0.2298,72.8246,18.9434,"(72.8246, 18.9434)","[2, 1, 2, 0]",1
404,3,2,3,1,0.5482,72.8275,18.9435,"(72.8275, 18.9435)","[3, 2, 3, 1]",1
405,1,0,0,0,0.1727,72.8303,18.9434,"(72.8303, 18.9434)","[1, 0, 0, 0]",1
406,1,0,0,0,0.2396,72.8332,18.9435,"(72.8332, 18.9435)","[1, 0, 0, 0]",1
407,1,0,0,0,0.0747,72.836,18.9435,"(72.836, 18.9435)","[1, 0, 0, 0]",0
408,1,0,0,0,0.2551,72.8275,18.9408,"(72.8275, 18.9408)","[1, 0, 0, 0]",1
409,1,0,0,0,0.1307,72.8332,18.9408,"(72.8332, 18.9408)","[1, 0, 0, 0]",1
410,1,0,0,0,0.14,72.836,18.9408,"(72.836, 18.9408)","[1, 0, 0, 0]",1
411,1,0,0,0,0.07,72.8389,18.9408,"(72.8389, 18.9408)","[1, 0, 0, 0]",1
412,1,0,0,0,0.1353,72.8275,18.938,"(72.8275, 18.938)","[1, 0, 0, 0]",1
413,1,0,0,0,0.2333,72.8332,18.9381,"(72.8332, 18.9381)","[1, 0, 0, 0]",1
414,1,0,0,0,0.4378,72.8361,18.9382,"(72.8361, 18.9382)","[1, 0, 0, 0]",1
415,1,0,0,0,0.3267,72.8389,18.9381,"(72.8389, 18.9381)","[1, 0, 0, 0]",1
416,2,1,1,0,0.1727,72.8247,18.9353,"(72.8247, 18.9353)","[2, 1, 1, 0]",1
417,2,4,1,0,0.434,72.8276,18.9353,"(72.8276, 18.9353)","[2, 4, 1, 0]",1
418,1,0,0,0,0.3967,72.8333,18.9354,"(72.8333, 18.9354)","[1, 0, 0, 0]",1
419,3,2,3,1,0.714,72.8361,18.9354,"(72.8361, 18.9354)","[3, 2, 3, 1]",1
420,1,0,0,0,0.2716,72.839,18.9355,"(72.839, 18.9355)","[1, 0, 0, 0]",1
421,1,0,0,0,0.154,72.8418,18.9355,"(72.8418, 18.9355)","[1, 0, 0, 0]",1
422,1,1,1,0,0.0793,72.8248,18.9326,"(72.8248, 18.9326)","[1, 1, 1, 0]",1
423,2,1,2,0,0.1011,72.8304,18.9326,"(72.8304, 18.9326)","[2, 1, 2, 0]",1
424,3,1,3,1,0.434,72.8333,18.9326,"(72.8333, 18.9326)","[3, 1, 3, 1]",1
425,1,0,0,0,0.2878,72.8362,18.9327,"(72.8362, 18.9327)","[1, 0, 0, 0]",1
426,2,1,2,0,0.196,72.839,18.9328,"(72.839, 18.9328)","[2, 1, 2, 0]",1
427,1,0,0,0,0.112,72.8248,18.9298,"(72.8248, 18.9298)","[1, 0, 0, 0]",1
428,1,0,0,0,0.1867,72.8276,18.9299,"(72.8276, 18.9299)","[1, 0, 0, 0]",1
429,2,1,1,0,0.14,72.8305,18.93,"(72.8305, 18.93)","[2, 1, 1, 0]",1
430,5,5,6,2,0.4202,72.8333,18.9299,"(72.8333, 18.9299)","[5, 5, 6, 2]",1
431,1,0,0,0,0.1867,72.8362,18.93,"(72.8362, 18.93)","[1, 0, 0, 0]",1
432,1,0,0,0,0.0467,72.839,18.93,"(72.839, 18.93)","[1, 0, 0, 0]",1
433,1,0,0,0,0.1089,72.822,18.9271,"(72.822, 18.9271)","[1, 0, 0, 0]",1
434,1,0,0,0,0.1011,72.8277,18.9272,"(72.8277, 18.9272)","[1, 0, 0, 0]",1
435,1,0,0,0,0.126,72.8305,18.9272,"(72.8305, 18.9272)","[1, 0, 0, 0]",1
436,1,0,0,0,0.308,72.8334,18.9273,"(72.8334, 18.9273)","[1, 0, 0, 0]",1
437,1,0,0,0,0.1633,72.822,18.9244,"(72.822, 18.9244)","[1, 0, 0, 0]",1
438,1,0,0,0,0.1462,72.8249,18.9245,"(72.8249, 18.9245)","[1, 0, 0, 0]",1
439,1,0,0,0,0.1322,72.8277,18.9244,"(72.8277, 18.9244)","[1, 0, 0, 0]",1
440,1,0,0,0,0.168,72.8306,18.9245,"(72.8306, 18.9245)","[1, 0, 0, 0]",1
441,1,0,0,0,0.1867,72.8334,18.9246,"(72.8334, 18.9246)","[1, 0, 0, 0]",1
442,1,0,0,0,0.1898,72.8249,18.9218,"(72.8249, 18.9218)","[1, 0, 0, 0]",1
443,3,2,3,1,0.5273,72.8306,18.9218,"(72.8306, 18.9218)","[3, 2, 3, 1]",1
444,1,0,0,0,0.2022,72.8334,18.9218,"(72.8334, 18.9218)","[1, 0, 0, 0]",1
445,1,0,0,0,0.1887,72.8249,18.919,"(72.8249, 18.919)","[1, 0, 0, 0]",1
446,3,1,3,1,0.3733,72.8278,18.9191,"(72.8278, 18.9191)","[3, 1, 3, 1]",1
447,2,2,2,1,0.4107,72.8306,18.9191,"(72.8306, 18.9191)","[2, 2, 2, 1]",1
448,1,0,0,0,0.112,72.8193,18.9163,"(72.8193, 18.9163)","[1, 0, 0, 0]",1
449,2,1,2,0,0.1944,72.825,18.9163,"(72.825, 18.9163)","[2, 1, 2, 0]",1
450,3,2,3,1,0.5742,72.8278,18.9163,"(72.8278, 18.9163)","[3, 2, 3, 1]",1
451,2,2,2,1,0.3749,72.8307,18.9164,"(72.8307, 18.9164)","[2, 2, 2, 1]",1
452,1,0,0,0,0.3778,72.8079,18.9134,"(72.8079, 18.9134)","[1, 0, 0, 0]",1
453,2,1,1,0,0.0684,72.8193,18.9135,"(72.8193, 18.9135)","[2, 1, 1, 0]",1
454,1,0,0,0,0.2504,72.8222,18.9136,"(72.8222, 18.9136)","[1, 0, 0, 0]",1
455,1,0,0,0,0.1293,72.825,18.9136,"(72.825, 18.9136)","[1, 0, 0, 0]",1
456,1,2,2,1,0.1898,72.8108,18.9108,"(72.8108, 18.9108)","[1, 2, 2, 1]",1
457,2,2,2,1,0.4191,72.8136,18.9108,"(72.8136, 18.9108)","[2, 2, 2, 1]",1
458,3,1,3,1,0.5589,72.8165,18.9108,"(72.8165, 18.9108)","[3, 1, 3, 1]",1
459,2,1,2,0,0.2876,72.8194,18.9108,"(72.8194, 18.9108)","[2, 1, 2, 0]",1
460,1,0,0,0,0.1276,72.8222,18.9108,"(72.8222, 18.9108)","[1, 0, 0, 0]",1
461,1,0,0,0,0.0467,72.8052,18.908,"(72.8052, 18.908)","[1, 0, 0, 0]",1
462,1,0,0,0,0.0871,72.8108,18.908,"(72.8108, 18.908)","[1, 0, 0, 0]",1
463,1,0,0,0,0.0793,72.8052,18.9053,"(72.8052, 18.9053)","[1, 0, 0, 0]",1
