Index,FireTruck2,Rescue_veh,Water truc,Ambulance,compact,X,Y,vehicles_list,"X,Y",potential
98,4,0,0,0,0.037333332999999996,72.83347485,18.91915789,"[4, 0, 0, 0]","(72.83347485, 18.91915789)",1
99,1,0,0,0,0.062222222,72.81641667,18.91621667,"[1, 0, 0, 0]","(72.81641667, 18.91621667)",1
100,1,1,1,0,0.2,72.82213393,18.91626726,"[1, 1, 1, 0]","(72.82213393, 18.91626726)",1
101,2,1,2,0,0.39,72.81077485,18.91345789,"[2, 1, 2, 0]","(72.81077485, 18.91345789)",1
102,2,2,2,1,0.378444444,72.81647455,18.91350788,"[2, 2, 2, 1]","(72.81647455, 18.91350788)",1
103,1,0,0,0,0.093333333,72.82785,18.91365,"[1, 0, 0, 0]","(72.82785, 18.91365)",1
104,2,2,2,0,0.313333333,72.80797455,18.91070788,"[2, 2, 2, 0]","(72.80797455, 18.91070788)",1
105,1,0,0,0,0.07,72.82502545,18.91089212,"[1, 0, 0, 0]","(72.82502545, 18.91089212)",1
106,1,1,1,0,0.14622222199999999,72.80800848,18.90797515,"[1, 1, 1, 0]","(72.80800848, 18.90797515)",1
107,1,1,1,0,0.137333333,72.81367485,18.90805789,"[1, 1, 1, 0]","(72.81367485, 18.90805789)",1
108,1,0,0,0,0.069777778,72.81653393,18.90806726,"[1, 0, 0, 0]","(72.81653393, 18.90806726)",1
109,1,0,0,0,0.032666667,72.81936607,18.90813274,"[1, 0, 0, 0]","(72.81936607, 18.90813274)",1
110,1,0,0,0,0.007333333,72.81372515,18.9053421,"[1, 0, 0, 0]","(72.81372515, 18.9053421)",1
111,1,0,0,0,0.033111111,72.81657485,18.90535789,"[1, 0, 0, 0]","(72.81657485, 18.90535789)",1
112,1,0,0,0,0.096444444,72.80522515,18.90254211,"[1, 0, 0, 0]","(72.80522515, 18.90254211)",1
113,4,0,0,0,0.47444444399999997,72.81526607,19.00563274,"[4, 0, 0, 0]","(72.81526607, 19.00563274)",1
114,1,0,0,0,0.217777778,72.81812515,19.0056421,"[1, 0, 0, 0]","(72.81812515, 19.0056421)",1
115,1,0,0,0,0.373333333,72.82097455,19.00570788,"[1, 0, 0, 0]","(72.82097455, 19.00570788)",1
116,1,0,0,0,0.27,72.82382515,19.0057421,"[1, 0, 0, 0]","(72.82382515, 19.0057421)",1
117,4,0,0,0,0.149333333,72.82667485,19.00575789,"[4, 0, 0, 0]","(72.82667485, 19.00575789)",1
118,1,0,0,0,0.272222222,72.82952545,19.00579212,"[1, 0, 0, 0]","(72.82952545, 19.00579212)",1
119,1,0,0,0,0.42666666700000005,72.83237485,19.0058579,"[1, 0, 0, 0]","(72.83237485, 19.0058579)",1
120,1,0,0,0,0.5,72.83805,19.0059,"[1, 0, 0, 0]","(72.83805, 19.0059)",1
121,1,0,0,0,0.49777777799999995,72.8409,19.00595,"[1, 0, 0, 0]","(72.8409, 19.00595)",1
122,1,0,0,0,0.521111111,72.84375,19.00595,"[1, 0, 0, 0]","(72.84375, 19.00595)",1
123,3,3,3,1,0.7002222220000001,72.8466,19.006,"[3, 3, 3, 1]","(72.8466, 19.006)",1
124,1,0,0,0,0.484444444,72.84945,19.00605,"[1, 0, 0, 0]","(72.84945, 19.00605)",1
125,1,0,0,0,0.237333333,72.8523,19.00605,"[1, 0, 0, 0]","(72.8523, 19.00605)",1
126,1,0,0,0,0.439555556,72.85515,19.0061,"[1, 0, 0, 0]","(72.85515, 19.0061)",1
127,1,0,0,0,0.107333333,72.81245,19.00285,"[1, 0, 0, 0]","(72.81245, 19.00285)",1
128,1,0,0,0,0.272222222,72.81529152,19.00292485,"[1, 0, 0, 0]","(72.81529152, 19.00292485)",1
129,4,0,0,0,0.402888889,72.81815,19.00295,"[4, 0, 0, 0]","(72.81815, 19.00295)",1
130,1,0,0,0,0.49,72.82100848,19.00297515,"[1, 0, 0, 0]","(72.82100848, 19.00297515)",1
131,1,0,0,0,0.218,72.82384121,19.00302485,"[1, 0, 0, 0]","(72.82384121, 19.00302485)",1
132,1,0,0,0,0.150888889,72.8267,19.00305,"[1, 0, 0, 0]","(72.8267, 19.00305)",1
133,1,0,0,0,0.42,72.82955879,19.00307515,"[1, 0, 0, 0]","(72.82955879, 19.00307515)",1
134,1,0,0,0,0.19555555600000002,72.83239152,19.00312485,"[1, 0, 0, 0]","(72.83239152, 19.00312485)",1
135,1,0,0,0,0.171111111,72.83522515,19.00314211,"[1, 0, 0, 0]","(72.83522515, 19.00314211)",1
136,1,0,0,0,0.525555556,72.83808333,19.00318333,"[1, 0, 0, 0]","(72.83808333, 19.00318333)",1
137,1,0,0,0,0.42,72.84091667,19.00321667,"[1, 0, 0, 0]","(72.84091667, 19.00321667)",1
138,1,0,0,0,0.252,72.84377485,19.00325789,"[1, 0, 0, 0]","(72.84377485, 19.00325789)",1
139,2,1,2,0,0.194444444,72.84663393,19.00326726,"[2, 1, 2, 0]","(72.84663393, 19.00326726)",1
140,1,0,0,0,0.566666667,72.84946607,19.00333274,"[1, 0, 0, 0]","(72.84946607, 19.00333274)",1
141,1,0,0,0,0.10266666699999999,72.85232515,19.00334211,"[1, 0, 0, 0]","(72.85232515, 19.00334211)",1
142,1,0,0,0,0.255111111,72.85518333,19.00338333,"[1, 0, 0, 0]","(72.85518333, 19.00338333)",1
143,1,0,0,0,0.039111111000000004,72.85801667,19.00341667,"[1, 0, 0, 0]","(72.85801667, 19.00341667)",1
144,1,0,0,0,0.551111111,72.81532545,19.00019212,"[1, 0, 0, 0]","(72.81532545, 19.00019212)",1
145,1,0,0,0,0.456666667,72.82102515,19.0002421,"[1, 0, 0, 0]","(72.82102515, 19.0002421)",1
146,1,0,0,0,0.264444444,72.82387455,19.00030788,"[1, 0, 0, 0]","(72.82387455, 19.00030788)",1
147,1,2,1,0,0.15555555599999998,72.82672515,19.00034211,"[1, 2, 1, 0]","(72.82672515, 19.00034211)",1
148,1,0,0,0,0.165555556,72.82957485,19.0003579,"[1, 0, 0, 0]","(72.82957485, 19.0003579)",1
149,1,0,0,0,0.187555556,72.83242545,19.00039212,"[1, 0, 0, 0]","(72.83242545, 19.00039212)",1
150,1,0,0,0,0.24111111100000002,72.83812515,19.00044211,"[1, 0, 0, 0]","(72.83812515, 19.00044211)",1
151,3,2,2,1,0.617111111,72.84097455,19.00050788,"[3, 2, 2, 1]","(72.84097455, 19.00050788)",1
152,1,0,0,0,0.662222222,72.84382515,19.00054211,"[1, 0, 0, 0]","(72.84382515, 19.00054211)",1
153,1,2,2,1,0.47333333299999997,72.84667485,19.00055789,"[1, 2, 2, 1]","(72.84667485, 19.00055789)",1
154,1,0,0,0,0.585555556,72.84952545,19.00059212,"[1, 0, 0, 0]","(72.84952545, 19.00059212)",1
155,1,0,0,0,0.177777778,72.85237485,19.00065789,"[1, 0, 0, 0]","(72.85237485, 19.00065789)",1
156,5,0,0,0,0.379555556,72.85522515,19.00064211,"[5, 0, 0, 0]","(72.85522515, 19.00064211)",1
157,1,0,0,0,0.407777778,72.81537455,18.99750788,"[1, 0, 0, 0]","(72.81537455, 18.99750788)",1
158,1,0,0,0,0.258888889,72.82107485,18.9975579,"[1, 0, 0, 0]","(72.82107485, 18.9975579)",1
159,3,1,3,1,0.434444444,72.82392545,18.99759212,"[3, 1, 3, 1]","(72.82392545, 18.99759212)",1
160,1,0,0,0,0.441111111,72.82677485,18.9976579,"[1, 0, 0, 0]","(72.82677485, 18.9976579)",1
161,1,0,0,0,0.38,72.82962515,18.99764211,"[1, 0, 0, 0]","(72.82962515, 18.99764211)",1
162,1,0,0,0,0.022000000000000002,72.83247455,18.99770788,"[1, 0, 0, 0]","(72.83247455, 18.99770788)",1
163,1,0,0,0,0.40444444399999996,72.83817485,18.99775789,"[1, 0, 0, 0]","(72.83817485, 18.99775789)",1
164,1,2,2,1,0.575555556,72.84100000000001,18.9978,"[1, 2, 2, 1]","(72.84100000000001, 18.9978)",1
165,2,1,2,0,0.295555556,72.84385,18.99785,"[2, 1, 2, 0]","(72.84385, 18.99785)",1
166,5,3,3,2,0.606666667,72.84955,18.9979,"[5, 3, 3, 2]","(72.84955, 18.9979)",1
167,1,0,0,0,0.43,72.8524,18.99795,"[1, 0, 0, 0]","(72.8524, 18.99795)",1
168,1,0,0,0,0.019555556,72.85525,18.99795,"[1, 0, 0, 0]","(72.85525, 18.99795)",1
169,1,0,0,0,0.146666667,72.8581,18.998,"[1, 0, 0, 0]","(72.8581, 18.998)",1
170,1,0,0,0,0.23177777800000002,72.81543393,18.99476726,"[1, 0, 0, 0]","(72.81543393, 18.99476726)",1
171,4,2,3,1,0.6166666670000001,72.8211,18.99485,"[4, 2, 3, 1]","(72.8211, 18.99485)",1
172,1,0,0,0,0.133777778,72.82395879,18.99487515,"[1, 0, 0, 0]","(72.82395879, 18.99487515)",1
173,2,1,2,0,0.29111111100000003,72.82679152,18.99492485,"[2, 1, 2, 0]","(72.82679152, 18.99492485)",1
174,1,0,0,0,0.238888889,72.82965,18.99495,"[1, 0, 0, 0]","(72.82965, 18.99495)",1
175,1,0,0,0,0.13,72.83250848,18.99497515,"[1, 0, 0, 0]","(72.83250848, 18.99497515)",1
176,1,0,0,0,0.107777778,72.83534121,18.99502485,"[1, 0, 0, 0]","(72.83534121, 18.99502485)",1
177,1,0,0,0,0.285555556,72.8382,18.99505,"[1, 0, 0, 0]","(72.8382, 18.99505)",1
178,3,0,0,0,0.347777778,72.84103393,18.99506726,"[3, 0, 0, 0]","(72.84103393, 18.99506726)",1
179,1,0,0,0,0.304888889,72.84386607,18.99513274,"[1, 0, 0, 0]","(72.84386607, 18.99513274)",1
180,1,0,0,0,0.495555556,72.84672515,18.99514211,"[1, 0, 0, 0]","(72.84672515, 18.99514211)",1
181,1,0,0,0,0.612,72.84958333,18.99518333,"[1, 0, 0, 0]","(72.84958333, 18.99518333)",1
182,1,0,0,0,0.28622222199999997,72.85241667,18.99521667,"[1, 0, 0, 0]","(72.85241667, 18.99521667)",1
183,1,0,0,0,0.187555556,72.81545,18.99205,"[1, 0, 0, 0]","(72.81545, 18.99205)",1
184,1,0,0,0,0.21111111100000002,72.82112515,18.99214211,"[1, 0, 0, 0]","(72.82112515, 18.99214211)",1
185,1,1,1,0,0.233333333,72.82397485,18.9921579,"[1, 1, 1, 0]","(72.82397485, 18.9921579)",1
186,1,0,0,0,0.214666667,72.82967485,18.99225789,"[1, 0, 0, 0]","(72.82967485, 18.99225789)",1
187,3,3,2,0,0.298666667,72.83252515,18.99224211,"[3, 3, 2, 0]","(72.83252515, 18.99224211)",1
188,1,0,0,0,0.254888889,72.83537455,18.99230788,"[1, 0, 0, 0]","(72.83537455, 18.99230788)",1
189,1,0,0,0,0.407777778,72.83822515,18.99234211,"[1, 0, 0, 0]","(72.83822515, 18.99234211)",1
190,1,0,0,0,0.427777778,72.84107485,18.99235789,"[1, 0, 0, 0]","(72.84107485, 18.99235789)",1
191,3,2,3,1,0.726666667,72.84392545,18.99239212,"[3, 2, 3, 1]","(72.84392545, 18.99239212)",1
192,1,0,0,0,0.382666667,72.84677485,18.99245789,"[1, 0, 0, 0]","(72.84677485, 18.99245789)",1
193,1,0,0,0,0.406222222,72.84962515,18.99244211,"[1, 0, 0, 0]","(72.84962515, 18.99244211)",1
194,1,0,0,0,0.232222222,72.85247455,18.99250788,"[1, 0, 0, 0]","(72.85247455, 18.99250788)",1
195,1,0,0,0,0.189777778,72.81262515,18.98934211,"[1, 0, 0, 0]","(72.81262515, 18.98934211)",1
196,1,0,0,0,0.347777778,72.81547485,18.989357899999998,"[1, 0, 0, 0]","(72.81547485, 18.989357899999998)",1
197,1,0,0,0,0.32666666699999997,72.82402515,18.98944211,"[1, 0, 0, 0]","(72.82402515, 18.98944211)",1
198,1,0,0,0,0.24933333300000002,72.82687455,18.98950788,"[1, 0, 0, 0]","(72.82687455, 18.98950788)",1
199,2,1,2,0,0.263111111,72.82972515,18.98954211,"[2, 1, 2, 0]","(72.82972515, 18.98954211)",1
200,1,0,0,0,0.308666667,72.83257485,18.98955789,"[1, 0, 0, 0]","(72.83257485, 18.98955789)",1
201,1,0,0,0,0.358,72.83542545,18.98959212,"[1, 0, 0, 0]","(72.83542545, 18.98959212)",1
202,1,0,0,0,0.37,72.83827485,18.98965789,"[1, 0, 0, 0]","(72.83827485, 18.98965789)",1
203,1,0,0,0,0.593333333,72.84112515,18.98964211,"[1, 0, 0, 0]","(72.84112515, 18.98964211)",1
204,1,0,0,0,0.44777777799999996,72.84397455,18.98970788,"[1, 0, 0, 0]","(72.84397455, 18.98970788)",1
205,1,0,0,0,0.267777778,72.84682515,18.9897421,"[1, 0, 0, 0]","(72.84682515, 18.9897421)",1
206,1,0,0,0,0.19555555600000002,72.8525,18.9898,"[1, 0, 0, 0]","(72.8525, 18.9898)",1
207,1,0,0,0,0.513333333,72.85535,18.98985,"[1, 0, 0, 0]","(72.85535, 18.98985)",1
208,1,0,0,0,0.332222222,72.81552515,18.98664211,"[1, 0, 0, 0]","(72.81552515, 18.98664211)",1
209,1,0,0,0,0.037333332999999996,72.82407485,18.98675789,"[1, 0, 0, 0]","(72.82407485, 18.98675789)",1
210,1,0,0,0,0.110444444,72.8269,18.9868,"[1, 0, 0, 0]","(72.8269, 18.9868)",1
211,2,2,2,1,0.379111111,72.82977485,18.98685789,"[2, 2, 2, 1]","(72.82977485, 18.98685789)",1
212,1,0,0,0,0.39888888899999997,72.8326,18.98685,"[1, 0, 0, 0]","(72.8326, 18.98685)",1
213,4,2,2,1,0.45555555600000003,72.83545,18.9869,"[4, 2, 2, 1]","(72.83545, 18.9869)",1
214,2,1,2,0,0.41444444399999997,72.8383,18.98695,"[2, 1, 2, 0]","(72.8383, 18.98695)",1
215,1,0,0,0,0.390444444,72.84115,18.98695,"[1, 0, 0, 0]","(72.84115, 18.98695)",1
216,1,0,0,0,0.384444444,72.844,18.987000000000002,"[1, 0, 0, 0]","(72.844, 18.987000000000002)",1
217,1,0,0,0,0.267777778,72.84685,18.98705,"[1, 0, 0, 0]","(72.84685, 18.98705)",1
218,1,0,0,0,0.24444444399999998,72.85252545,18.98709212,"[1, 0, 0, 0]","(72.85252545, 18.98709212)",1
219,1,0,0,0,0.6053333329999999,72.82693393,18.98406726,"[1, 0, 0, 0]","(72.82693393, 18.98406726)",1
220,1,0,0,0,0.34555555600000004,72.82976607,18.98413274,"[1, 0, 0, 0]","(72.82976607, 18.98413274)",1
221,1,0,0,0,0.10244444400000001,72.83262515,18.98414211,"[1, 0, 0, 0]","(72.83262515, 18.98414211)",1
222,1,0,0,0,0.160222222,72.83548333,18.98418333,"[1, 0, 0, 0]","(72.83548333, 18.98418333)",1
223,1,0,0,0,0.462222222,72.83831667,18.98421667,"[1, 0, 0, 0]","(72.83831667, 18.98421667)",1
224,1,0,0,0,0.288888889,72.84117485,18.98425789,"[1, 0, 0, 0]","(72.84117485, 18.98425789)",1
225,1,0,1,0,0.048888889000000005,72.84686607,18.98433274,"[1, 0, 1, 0]","(72.84686607, 18.98433274)",1
226,1,0,0,0,0.171111111,72.84972515,18.9843421,"[1, 0, 0, 0]","(72.84972515, 18.9843421)",1
227,2,1,2,0,0.12222222199999999,72.85258333,18.98438333,"[2, 1, 2, 0]","(72.85258333, 18.98438333)",1
228,1,0,0,0,0.09777777800000001,72.85541667,18.98441667,"[1, 0, 0, 0]","(72.85541667, 18.98441667)",1
229,1,0,0,0,0.074666667,72.81557485,18.98125789,"[1, 0, 0, 0]","(72.81557485, 18.98125789)",1
230,3,2,2,1,0.663555556,72.82697485,18.98135789,"[3, 2, 2, 1]","(72.82697485, 18.98135789)",1
231,1,0,0,0,0.34333333299999996,72.82982545,18.98139212,"[1, 0, 0, 0]","(72.82982545, 18.98139212)",1
232,1,0,0,0,0.22066666699999998,72.83552515,18.98144211,"[1, 0, 0, 0]","(72.83552515, 18.98144211)",1
233,2,2,2,1,0.36422222200000004,72.83837455,18.98150788,"[2, 2, 2, 1]","(72.83837455, 18.98150788)",1
234,1,0,0,0,0.483555556,72.84122515,18.9815421,"[1, 0, 0, 0]","(72.84122515, 18.9815421)",1
235,1,1,1,0,0.171111111,72.84977485,18.98165789,"[1, 1, 1, 0]","(72.84977485, 18.98165789)",1
