FireTruck,Rescue_veh,Water truc,Ambulance,count,levbycount,Total,comp_norm,Type,HBcount,LBcount,MBcount,C_count,R_count,I_count,others,Special_Co,To_Bui_Co,MED_Pop,LOW_Pop,High_Pop,Tot_Pop,Arr,Pop_22_10,Pop_10_22,compact_1,srid,compact,Intensity,Avgres,Output lay,Output l_1,X,Y,X,Y,PopupInfo,level,count
1,0,0,0,2,1,1,722.5,RC,0,0,85,25,60,0,,0,85,3060,0,0,3060,25500,2035,2530,12.2306,419,0.396666667,5,7,722.5,722.5,72.83328333,18.93538333,72.83328333,18.93538333,MEDIUM RISE,2,2
3,2,3,1,2,3,9,2340.9,RC,0,0,153,30,123,0,,0,153,5508,0,0,5508,45900,4023,3954,22.015,420,0.714,20,8,2340.9,2340.9,72.83611667,18.93541667,72.8361166699999,18.9354166699999,MEDIUM RISE,6,2
1,0,0,0,1,1,1,334.711111110999,RIC,0,8,54,26,32,4,,0,62,1944,512,0,2456,17720,1186,2136,7.98333,421,0.271555556,7,9.57,334.711111111,334.711,72.83897485,18.93545789,72.83897485,18.9354578899999,LOW MED RISE,1,1
1,0,0,0,1,1,1,108.9,RIC,0,0,33,13,18,2,,0,33,1188,0,0,1188,9900,667,1124,4.74833,422,0.154,1,24,108.9,108.9,72.84183393,18.93546726,72.84183393,18.9354672599999,MEDIUM RISE,0,0
1,1,1,0,1,2,3,28.8999999999999,R,0,0,17,2,15,0,,0,17,612,0,0,612,5100,479,386,2.44611,423,0.079333333,1,13,28.9,28.9,72.82477485,18.93255789,72.8247748499999,18.9325578899999,MEDIUM RISE,2,1
2,1,2,0,1,3,5,49.628,RIC,1,0,20,4,11,5,,0,21,720,0,176,896,6530,429,562,3.38178,424,0.101111111,1,10,49.628,49.628,72.83045,18.93265,72.8304499999999,18.9326499999999,MED HIGH RISE,3,1
3,1,3,1,1,3,8,864.899999999999,RIC,0,0,93,20,65,8,,0,93,3348,0,0,3348,27900,2227,2514,13.3817,425,0.434,7,19.6,864.9,864.9,72.8333,18.93265,72.8332999999999,18.9326499999999,MEDIUM RISE,3,1
1,0,0,0,1,1,1,387.894666667,RC,1,0,60,17,26,18,,0,61,2160,0,176,2336,18530,1097,1877,9.13733,426,0.287777778,9,17.3299999999999,387.894666667,387.895,72.83615,18.9327,72.83615,18.9327,MED HIGH RISE,1,1
2,1,2,0,1,4,5,176.4,RIC,0,0,42,15,5,22,,0,42,1512,0,0,1512,12600,458,1466,6.04333,427,0.196,8,22,176.4,176.4,72.839,18.93275,72.8389999999999,18.9327499999999,MEDIUM RISE,4,1
1,0,0,0,2,1,1,57.6,RC,0,0,24,4,20,0,,0,24,864,0,0,864,7200,648,592,3.45333,428,0.112,5,10.75,57.6,57.6,72.8248,18.92985,72.8247999999999,18.9298499999999,MEDIUM RISE,2,2
1,0,0,0,1,1,1,160,RC,0,0,40,7,33,0,,0,40,1440,0,0,1440,12000,1072,1000,5.75556,429,0.186666667,4,21,160,160,72.82762545,18.92989212,72.8276254499999,18.92989212,MEDIUM RISE,1,1
2,1,1,0,1,3,4,90,RIC,0,0,30,5,19,6,,0,30,1080,0,0,1080,9000,678,770,4.31667,430,0.14,6,4,90,90,72.83047485,18.92995789,72.83047485,18.92995789,MEDIUM RISE,3,1
5,5,6,2,1,5,18,809.998666666999,RIC,2,30,71,40,53,10,,0,103,2556,1920,352,4828,28060,1943,3372,12.0241,431,0.420222222,6,10,809.998666667,809.999,72.83332515,18.9299421,72.8333251499999,18.9299421,LOW MED HIGH RISE,5,1
1,0,0,0,1,1,1,160,RIC,0,0,40,8,4,28,,0,40,1440,0,0,1440,12000,432,1180,5.75556,432,0.186666667,8,7,160,160,72.83617455,18.93000788,72.8361745499999,18.93000788,MEDIUM RISE,0,0
1,0,0,0,1,1,1,10,I,0,0,10,0,0,10,,0,10,360,0,0,360,3000,90,230,1.43889,433,0.046666667,5,8,10,10,72.83902515,18.9300421,72.8390251499999,18.9300421,MEDIUM RISE,1,1
1,0,0,0,2,1,1,96.9546666667,RC,14,0,0,12,2,0,,0,14,0,0,2464,2464,7420,286,858,7.056,434,0.108888889,3,18.25,96.9546666667,96.9547,72.82196607,18.92713274,72.82196607,18.92713274,HIGH RISE,2,2
1,0,0,0,1,1,1,57.8146666666999,RC,4,0,15,6,0,13,,0,19,540,0,704,1244,6620,199,683,4.17433,435,0.101111111,1,8,57.8146666667,57.8147,72.82768333,18.92718333,72.8276833299999,18.9271833299999,MED HIGH RISE,0,0
1,0,0,0,1,1,1,72.9,C,0,0,27,24,3,0,,0,27,972,0,0,972,8100,261,1446,3.885,436,0.126,3,9,72.9,72.9,72.83051667,18.92721667,72.8305166699999,18.92721667,MEDIUM RISE,0,0
1,0,0,0,1,1,1,435.6,RIC,0,0,66,35,21,10,,0,66,2376,0,0,2376,19800,986,2638,9.49667,437,0.308,7,18.3299999999999,435.6,435.6,72.83337485,18.92725789,72.8333748499999,18.92725789,MEDIUM RISE,1,1
1,0,0,0,1,1,1,203.872,R,18,0,5,0,23,0,,0,23,180,0,3168,3348,11040,893,576,9.79144,438,0.163333333,4,11.5,203.872,203.872,72.82202545,18.92439212,72.8220254499999,18.92439212,MED HIGH RISE,0,0
1,0,0,0,1,1,1,142.057999999999,RC,11,0,13,5,19,0,,0,24,468,0,1936,2404,9730,734,731,7.41456,439,0.146222222,3,7,142.058,142.058,72.82487485,18.92445789,72.82487485,18.9244578899999,MED HIGH RISE,1,1
1,0,0,0,1,1,1,142.958666666999,R,17,0,0,0,17,0,,0,17,0,0,2992,2992,9010,697,459,8.568,440,0.132222222,4,7,142.958666667,142.959,72.82772515,18.92444211,72.82772515,18.92444211,HIGH RISE,0,0
1,0,0,0,1,1,1,129.599999999999,RC,0,0,36,10,26,0,,0,36,1296,0,0,1296,10800,876,1048,5.18,441,0.168,1,7,129.6,129.6,72.83057455,18.92450788,72.8305745499999,18.92450788,MEDIUM RISE,0,0
1,0,0,0,1,1,1,160,RIC,0,0,40,20,12,8,,0,40,1440,0,0,1440,12000,584,1560,5.75556,442,0.186666667,3,11,160,160,72.8334,18.92455,72.8333999999999,18.92455,MEDIUM RISE,1,1
1,0,0,0,1,1,1,132.111111111,RC,0,70,4,2,72,0,,0,74,144,4480,0,4624,14500,2036,1062,2.44222,443,0.189777778,1,7,132.111111111,132.111,72.8249,18.92175,72.8249,18.9217499999999,LOW MED RISE,0,0
3,2,3,1,2,4,9,1318.81199999999,RC,3,0,108,45,66,0,,0,111,3888,0,528,4416,33990,2391,3825,17.052,444,0.527333333,9,7,1318.812,1318.81,72.8306,18.9218,72.8306,18.9218,MED HIGH RISE,8,2
1,0,0,0,1,1,1,214.783333333,RC,5,0,35,20,20,0,,0,40,1260,0,880,2140,13150,810,1565,7.55611,445,0.202222222,4,10,214.783333333,214.783,72.83342515,18.9218421,72.8334251499999,18.9218420999999,MED HIGH RISE,1,1
1,0,0,0,1,1,1,136.3,R,0,60,9,0,69,0,,0,69,324,3840,0,4164,14100,1959,942,2.895,446,0.188666667,1,5,136.3,136.3,72.82492515,18.9190421,72.8249251499999,18.9190420999999,LOW MED RISE,0,0
3,1,3,1,3,3,8,640,RC,0,0,80,15,65,0,,0,80,2880,0,0,2880,24000,2120,2040,11.5111,447,0.373333333,11,6.9,640,640,72.82777485,18.91905789,72.8277748499999,18.91905789,MEDIUM RISE,9,3
2,2,2,1,1,3,7,774.399999999999,RC,0,0,88,30,58,0,,0,88,3168,0,0,3168,26400,2008,2784,12.6622,448,0.410666667,6,7,774.4,774.4,72.83062545,18.91909212,72.8306254499999,18.9190921199999,MEDIUM RISE,3,1
1,0,0,0,1,1,1,75.768,RC,6,0,14,3,17,0,,0,20,504,0,1056,1560,7380,608,534,5.03844,449,0.112,4,14.6,75.768,75.768,72.81927485,18.91625789,72.8192748499999,18.91625789,MED HIGH RISE,0,0
2,1,2,0,1,2,5,195.537777777999,RC,6,28,17,31,20,0,,0,51,612,1792,1056,3460,13600,813,2072,6.21678,450,0.194444444,2,11,195.537777778,195.538,72.82496607,18.91633274,72.82496607,18.91633274,LOW MED HIGH RISE,2,1
3,2,3,1,2,4,9,1284.44444444,RC,0,170,34,83,121,0,,0,204,1224,1088,0,2312,42500,3822,6142,9.42556,451,0.574222222,18,13.33,1284.44444444,1284.44,72.82782515,18.9163421,72.8278251499999,18.9163421,LOW MED RISE,8,2
2,2,2,1,1,3,7,567.352666666999,RC,4,133,4,13,128,0,,0,141,144,8512,704,9360,28590,3700,2429,6.13822,452,0.374888889,8,9.5,567.352666667,567.353,72.83068333,18.91638333,72.8306833299999,18.9163833299999,LOW MED HIGH RISE,3,1
1,0,0,0,1,1,1,716.181333332999,R,14,110,0,0,124,0,,0,124,0,7040,2464,9504,28320,3654,1808,9.98933,453,0.377777778,4,12.75,716.181333333,716.181,72.80792545,18.91339212,72.8079254499999,18.91339212,LOW HIGH RISE,0,0
2,1,1,0,3,3,4,34.7286666667,RC,7,0,3,3,7,0,,0,10,108,0,1232,1340,4610,308,363,3.95967,454,0.068444444,4,7,34.7286666667,34.7287,72.81932515,18.9135421,72.8193251499999,18.9135421,MED HIGH RISE,3,3
1,0,0,0,1,1,1,314.668,RC,4,0,47,6,45,0,,0,51,1692,0,704,2396,16220,1477,1194,8.77877999999999,455,0.250444444,2,6,314.668,314.668,72.82217485,18.91355789,72.8221748499999,18.91355789,MED HIGH RISE,0,0
1,0,0,0,1,1,1,68.2,RIC,0,30,12,27,12,3,,0,42,432,1920,0,2352,9300,498,1701,2.52667,456,0.129333333,6,8.25,68.2,68.2,72.825,18.9136,72.825,18.9135999999999,LOW MED RISE,1,1
1,2,2,1,3,3,6,248.527999999999,R,16,0,14,0,30,0,,0,30,504,0,2816,3320,12680,1090,684,10.0784,457,0.189777778,4,17,248.528,248.528,72.8108,18.91075,72.8108,18.91075,MED HIGH RISE,7,3
2,2,2,1,3,3,7,636.844444444,R,0,160,6,0,156,0,,0,166,216,1024,0,1240,32200,4406,2088,5.13,458,0.419111111,7,9,636.844444444,636.844,72.81365,18.91075,72.8136499999999,18.91075,LOW MED RISE,9,3
3,1,3,1,1,3,8,1156.94444444,R,0,200,15,0,208,7,,0,215,540,1280,0,1820,42500,5911,2905,7.49167,459,0.558888889,18,11,1156.94444444,1156.94,72.8165,18.9108,72.8165,18.9107999999999,LOW MED RISE,3,1
2,1,2,0,2,2,5,336.124444444,RC,0,68,26,10,84,0,,0,94,936,4352,0,5288,20720,2470,1752,5.55444,460,0.287555556,1,7,336.124444444,336.124,72.81935,18.91085,72.81935,18.91085,LOW MED RISE,4,2
1,0,0,0,1,1,1,102.405333333,R,8,0,14,0,22,0,,0,22,504,0,1408,1912,8440,762,468,6.04644,461,0.127555556,1,6,102.405333333,102.405,72.8222,18.91085,72.8221999999999,18.91085,MED HIGH RISE,0,0
1,0,0,0,1,1,1,10,R,0,0,10,0,10,0,,0,10,360,0,0,360,3000,310,180,1.43889,462,0.046666667,1,15,10,10,72.80515,18.90795,72.8051499999999,18.90795,MEDIUM RISE,0,0
1,0,0,0,1,1,1,44.2346666667,RC,4,0,12,2,14,0,,0,16,432,0,704,1136,5720,488,404,3.74267,463,0.087111111,1,7,44.2346666667,44.2347,72.81081667,18.90801667,72.8108166699999,18.9080166699999,MED HIGH RISE,1,1
1,0,0,0,1,1,1,28.8999999999999,RC,0,0,17,6,11,0,,0,17,612,0,0,612,5100,383,546,2.44611,464,0.079333333,1,24,28.9,28.9,72.80517485,18.90525789,72.80517485,18.90525789,MEDIUM RISE,1,1
